3.01273e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
Estimating row 473 out of 625 for hessian
3.12752e-29
3.00777e-29
3.25987e-29
2.67147e-29
Estimating row 474 out of 625 for hessian
3.78855e-29
3.02977e-29
3.0255e-29
3.95568e-29
Estimating row 475 out of 625 for hessian
3.04562e-29
2.91206e-29
2.49986e-29
2.45904e-29
Estimating row 476 out of 625 for hessian
2.31259e-29
3.1119e-29
3.92081e-29
3.03182e-29
Estimating row 477 out of 625 for hessian
3.35835e-29
3.03675e-29
2.94797e-29
3.27697e-29
Estimating row 478 out of 625 for hessian
3.26977e-29
3.18448e-29
2.92216e-29
3.50352e-29
Estimating row 479 out of 625 for hessian
3.17857e-29
3.13213e-29
4.36559e-29
3.25753e-29
Estimating row 480 out of 625 for hessian
3.99403e-29
3.17668e-29
4.39396e-29
2.76572e-29
Estimating row 481 out of 625 for hessian
3.20614e-29
3.92675e-29
2.74822e-29
3.71238e-29
Estimating row 482 out of 625 for hessian
3.71671e-29
2.84612e-29
3.35965e-29
4.12602e-29
Estimating row 483 out of 625 for hessian
3.76062e-29
3.58162e-29
3.4879e-29
2.9891e-29
Estimating row 484 out of 625 for hessian
2.33523e-29
2.55083e-29
3.56495e-29
3.0521e-29
Estimating row 485 out of 625 for hessian
3.36022e-29
3.24878e-29
2.911e-29
3.93004e-29
Estimating row 486 out of 625 for hessian
3.64784e-29
3.70743e-29
3.69428e-29
3.55203e-29
Estimating row 487 out of 625 for hessian
2.45753e-29
2.96437e-29
3.87198e-29
3.5935e-29
Estimating row 488 out of 625 for hessian
3.463e-29
2.84617e-29
3.33883e-29
3.99711e-29
Estimating row 489 out of 625 for hessian
3.34022e-29
3.11296e-29
2.65464e-29
4.52705e-29
Estimating row 490 out of 625 for hessian
3.6058e-29
4.0589e-29
2.84125e-29
3.01368e-29
Estimating row 491 out of 625 for hessian
3.23781e-29
2.36093e-29
2.82822e-29
2.84679e-29
Estimating row 492 out of 625 for hessian
3.33568e-29
2.56077e-29
3.50257e-29
2.99258e-29
Estimating row 493 out of 625 for hessian
3.86503e-29
2.55633e-29
3.04607e-29
3.53321e-29
Estimating row 494 out of 625 for hessian
3.17887e-29
3.00466e-29
3.70897e-29
2.92166e-29
Estimating row 495 out of 625 for hessian
2.73792e-29
3.69279e-29
3.35357e-29
3.14587e-29
Estimating row 496 out of 625 for hessian
3.19544e-29
2.28657e-29
2.52e-29
2.38229e-29
Estimating row 497 out of 625 for hessian
3.39135e-29
2.70284e-29
2.66368e-29
3.31291e-29
Estimating row 498 out of 625 for hessian
3.12594e-29
4.52675e-29
3.14498e-29
2.79238e-29
Estimating row 499 out of 625 for hessian
2.59215e-29
2.84813e-29
3.28449e-29
3.24128e-29
Estimating row 500 out of 625 for hessian
3.09752e-29
2.92815e-29
2.37593e-29
3.53611e-29
Estimating row 501 out of 625 for hessian
2.59958e-29
2.78663e-29
3.36638e-29
2.87814e-29
Estimating row 502 out of 625 for hessian
2.89229e-29
3.81308e-29
3.30363e-29
3.66951e-29
Estimating row 503 out of 625 for hessian
3.33148e-29
2.58064e-29
3.67024e-29
2.56716e-29
Estimating row 504 out of 625 for hessian
3.26294e-29
2.83736e-29
2.87428e-29
3.63428e-29
Estimating row 505 out of 625 for hessian
3.44364e-29
2.42019e-29
2.9532e-29
3.10007e-29
Estimating row 506 out of 625 for hessian
2.75199e-29
3.76541e-29
3.48526e-29
2.95815e-29
Estimating row 507 out of 625 for hessian
3.31125e-29
3.93792e-29
2.70101e-29
3.65852e-29
Estimating row 508 out of 625 for hessian
2.72211e-29
3.11068e-29
2.45077e-29
3.25456e-29
Estimating row 509 out of 625 for hessian
3.03572e-29
2.32673e-29
2.80217e-29
2.79534e-29
Estimating row 510 out of 625 for hessian
3.22274e-29
3.22752e-29
2.88701e-29
3.6436e-29
Estimating row 511 out of 625 for hessian
2.82136e-29
3.22891e-29
4.0701e-29
2.7508e-29
Estimating row 512 out of 625 for hessian
3.49252e-29
3.11899e-29
3.26645e-29
3.53208e-29
Estimating row 513 out of 625 for hessian
3.17373e-29
2.60064e-29
2.78452e-29
2.87788e-29
Estimating row 514 out of 625 for hessian
3.41416e-29
2.60628e-29
3.01817e-29
2.91363e-29
Estimating row 515 out of 625 for hessian
2.5213e-29
2.9343e-29
2.69779e-29
3.59376e-29
Estimating row 516 out of 625 for hessian
2.61298e-29
3.07974e-29
2.80158e-29
2.84255e-29
Estimating row 517 out of 625 for hessian
3.126e-29
2.67713e-29
3.65639e-29
2.49965e-29
Estimating row 518 out of 625 for hessian
2.92414e-29
2.74088e-29
2.90226e-29
2.76986e-29
Estimating row 519 out of 625 for hessian
4.48354e-29
2.52997e-29
3.60047e-29
2.73042e-29
Estimating row 520 out of 625 for hessian
3.3113e-29
2.82263e-29
3.26389e-29
3.19327e-29
Estimating row 521 out of 625 for hessian
2.75236e-29
2.4169e-29
2.63393e-29
2.938e-29
Estimating row 522 out of 625 for hessian
2.95168e-29
2.7316e-29
2.30546e-29
2.73165e-29
Estimating row 523 out of 625 for hessian
3.2424e-29
2.23514e-29
2.12965e-29
3.30648e-29
Estimating row 524 out of 625 for hessian
2.8342e-29
2.61555e-29
3.33573e-29
3.88718e-29
Estimating row 525 out of 625 for hessian
2.76226e-29
2.50791e-29
3.51997e-29
2.98506e-29
Estimating row 526 out of 625 for hessian
3.58488e-29
2.21533e-29
2.69574e-29
3.26089e-29
Estimating row 527 out of 625 for hessian
2.41307e-29
2.59422e-29
3.38407e-29
3.27366e-29
Estimating row 528 out of 625 for hessian
3.52303e-29
2.4806e-29
2.53063e-29
3.48348e-29
Estimating row 529 out of 625 for hessian
3.03e-29
2.53614e-29
2.86404e-29
2.91293e-29
Estimating row 530 out of 625 for hessian
3.10043e-29
2.51782e-29
2.62148e-29
3.24577e-29
Estimating row 531 out of 625 for hessian
2.21006e-29
3.60348e-29
2.46022e-29
3.33311e-29
Estimating row 532 out of 625 for hessian
3.18721e-29
2.90476e-29
3.64013e-29
3.4203e-29
Estimating row 533 out of 625 for hessian
3.39399e-29
3.15125e-29
3.14956e-29
2.65523e-29
Estimating row 534 out of 625 for hessian
3.09597e-29
2.9013e-29
2.2551e-29
3.51152e-29
Estimating row 535 out of 625 for hessian
2.5388e-29
3.31704e-29
3.39101e-29
3.09276e-29
Estimating row 536 out of 625 for hessian
3.15171e-29
3.07414e-29
3.78763e-29
2.97506e-29
Estimating row 537 out of 625 for hessian
3.63813e-29
4.20666e-29
2.73585e-29
2.7814e-29
Estimating row 538 out of 625 for hessian
2.59534e-29
3.88822e-29
2.8828e-29
3.1193e-29
Estimating row 539 out of 625 for hessian
2.76012e-29
3.37926e-29
3.11291e-29
4.13185e-29
Estimating row 540 out of 625 for hessian
3.50194e-29
3.55717e-29
3.5657e-29
2.98174e-29
Estimating row 541 out of 625 for hessian
2.91485e-29
3.71222e-29
3.80561e-29
2.62586e-29
Estimating row 542 out of 625 for hessian
3.35208e-29
3.14583e-29
3.08124e-29
3.13675e-29
Estimating row 543 out of 625 for hessian
3.53287e-29
3.35732e-29
3.05449e-29
2.68485e-29
Estimating row 544 out of 625 for hessian
2.38027e-29
3.22316e-29
2.9023e-29
2.97419e-29
Estimating row 545 out of 625 for hessian
3.50985e-29
3.96929e-29
3.01687e-29
2.53547e-29
Estimating row 546 out of 625 for hessian
2.62317e-29
4.14927e-29
3.05183e-29
2.59913e-29
Estimating row 547 out of 625 for hessian
3.23368e-29
2.89257e-29
3.16207e-29
3.78914e-29
Estimating row 548 out of 625 for hessian
3.21496e-29
2.9819e-29
3.15815e-29
2.59194e-29
Estimating row 549 out of 625 for hessian
2.82696e-29
2.63378e-29
2.60084e-29
3.25712e-29
Estimating row 550 out of 625 for hessian
3.47615e-29
2.90134e-29
3.19217e-29
4.15692e-29
Estimating row 551 out of 625 for hessian
3.09792e-29
3.16073e-29
3.03357e-29
3.18055e-29
Estimating row 552 out of 625 for hessian
2.13627e-29
3.35249e-29
2.63233e-29
3.4944e-29
Estimating row 553 out of 625 for hessian
3.55251e-29
3.37986e-29
2.57723e-29
3.52852e-29
Estimating row 554 out of 625 for hessian
3.17412e-29
3.69904e-29
3.29387e-29
3.20643e-29
Estimating row 555 out of 625 for hessian
3.42493e-29
2.85894e-29
3.13937e-29
3.07514e-29
Estimating row 556 out of 625 for hessian
2.87351e-29
2.79871e-29
3.26695e-29
3.74696e-29
Estimating row 557 out of 625 for hessian
2.92344e-29
3.21553e-29
2.97794e-29
3.35455e-29
Estimating row 558 out of 625 for hessian
3.39052e-29
2.58163e-29
3.24339e-29
3.24668e-29
Estimating row 559 out of 625 for hessian
3.48144e-29
2.73778e-29
2.6368e-29
3.34309e-29
Estimating row 560 out of 625 for hessian
2.52008e-29
2.54393e-29
3.92567e-29
3.70654e-29
Estimating row 561 out of 625 for hessian
2.94419e-29
3.0452e-29
2.8746e-29
2.74379e-29
Estimating row 562 out of 625 for hessian
3.71806e-29
4.07058e-29
3.50206e-29
3.44603e-29
Estimating row 563 out of 625 for hessian
2.37856e-29
2.82468e-29
3.04723e-29
3.89464e-29
Estimating row 564 out of 625 for hessian
3.09317e-29
3.32692e-29
3.09585e-29
2.96491e-29
Estimating row 565 out of 625 for hessian
4.1498e-29
3.50216e-29
3.92767e-29
2.51654e-29
Estimating row 566 out of 625 for hessian
3.83112e-29
3.40335e-29
3.75024e-29
2.93198e-29
Estimating row 567 out of 625 for hessian
3.80793e-29
3.36647e-29
3.20196e-29
2.80928e-29
Estimating row 568 out of 625 for hessian
3.32898e-29
2.67937e-29
4.19794e-29
2.87553e-29
Estimating row 569 out of 625 for hessian
2.71979e-29
3.40056e-29
2.54317e-29
3.05547e-29
Estimating row 570 out of 625 for hessian
2.83741e-29
3.13179e-29
3.3478e-29
2.77434e-29
Estimating row 571 out of 625 for hessian
3.63123e-29
3.07783e-29
2.62076e-29
3.41707e-29
Estimating row 572 out of 625 for hessian
2.63622e-29
3.44553e-29
3.32943e-29
3.09146e-29
Estimating row 573 out of 625 for hessian
3.06814e-29
3.13303e-29
3.15231e-29
3.16093e-29
Estimating row 574 out of 625 for hessian
3.1308e-29
3.44445e-29
2.94576e-29
2.53027e-29
Estimating row 575 out of 625 for hessian
3.45647e-29
2.75018e-29
2.76008e-29
2.65224e-29
Estimating row 576 out of 625 for hessian
2.92263e-29
3.63805e-29
2.74668e-29
3.07405e-29
Estimating row 577 out of 625 for hessian
3.2887e-29
3.07916e-29
3.43577e-29
3.16189e-29
Estimating row 578 out of 625 for hessian
3.93482e-29
2.50836e-29
3.45808e-29
3.12664e-29
Estimating row 579 out of 625 for hessian
3.24195e-29
3.94198e-29
2.38902e-29
2.50431e-29
Estimating row 580 out of 625 for hessian
3.62303e-29
2.62512e-29
3.07175e-29
3.39148e-29
Estimating row 581 out of 625 for hessian
3.22754e-29
3.14805e-29
2.4534e-29
4.07409e-29
Estimating row 582 out of 625 for hessian
3.61101e-29
3.46752e-29
3.4178e-29
3.24997e-29
Estimating row 583 out of 625 for hessian
3.2625e-29
3.19817e-29
2.6823e-29
3.88689e-29
Estimating row 584 out of 625 for hessian
4.06454e-29
2.67339e-29
3.56693e-29
2.90901e-29
Estimating row 585 out of 625 for hessian
2.43468e-29
2.99381e-29
3.78936e-29
3.16739e-29
Estimating row 586 out of 625 for hessian
2.67843e-29
3.09579e-29
2.831e-29
2.97888e-29
Estimating row 587 out of 625 for hessian
3.88708e-29
3.48158e-29
3.49277e-29
3.28727e-29
Estimating row 588 out of 625 for hessian
3.32246e-29
3.37996e-29
3.23616e-29
2.86935e-29
Estimating row 589 out of 625 for hessian
3.50652e-29
4.33176e-29
3.43094e-29
3.12763e-29
Estimating row 590 out of 625 for hessian
3.07272e-29
4.23974e-29
2.90813e-29
3.39173e-29
Estimating row 591 out of 625 for hessian
2.96294e-29
3.68726e-29
2.23459e-29
2.82467e-29
Estimating row 592 out of 625 for hessian
2.33352e-29
3.1101e-29
3.89987e-29
3.48427e-29
Estimating row 593 out of 625 for hessian
3.32975e-29
3.80595e-29
2.9465e-29
3.42207e-29
Estimating row 594 out of 625 for hessian
3.77273e-29
3.17103e-29
2.70936e-29
2.74899e-29
Estimating row 595 out of 625 for hessian
3.99249e-29
2.68487e-29
3.0881e-29
3.61552e-29
Estimating row 596 out of 625 for hessian
2.83561e-29
2.54801e-29
3.63261e-29
3.74041e-29
Estimating row 597 out of 625 for hessian
3.20008e-29
2.82269e-29
2.59416e-29
3.17562e-29
Estimating row 598 out of 625 for hessian
2.55686e-29
2.34001e-29
2.56048e-29
2.83163e-29
Estimating row 599 out of 625 for hessian
3.22088e-29
3.77469e-29
2.62369e-29
2.78194e-29
Estimating row 600 out of 625 for hessian
2.96035e-29
3.30383e-29
3.65298e-29
2.81695e-29
Estimating row 601 out of 625 for hessian
2.63435e-29
3.12519e-29
3.44526e-29
3.07582e-29
Estimating row 602 out of 625 for hessian
2.76825e-29
3.0443e-29
3.42818e-29
3.22388e-29
Estimating row 603 out of 625 for hessian
3.64146e-29
2.83303e-29
2.81385e-29
3.48583e-29
Estimating row 604 out of 625 for hessian
2.97744e-29
3.13409e-29
3.46526e-29
3.74658e-29
Estimating row 605 out of 625 for hessian
3.21197e-29
3.21846e-29
2.16852e-29
2.42408e-29
Estimating row 606 out of 625 for hessian
3.27913e-29
3.05091e-29
3.07278e-29
2.79442e-29
Estimating row 607 out of 625 for hessian
3.40562e-29
2.33593e-29
2.76166e-29
2.7986e-29
Estimating row 608 out of 625 for hessian
3.13546e-29
3.27258e-29
3.26005e-29
2.47128e-29
Estimating row 609 out of 625 for hessian
3.12417e-29
3.15126e-29
3.0014e-29
4.28878e-29
Estimating row 610 out of 625 for hessian
2.41507e-29
3.21928e-29
2.52452e-29
3.46676e-29
Estimating row 611 out of 625 for hessian
2.71897e-29
3.18588e-29
3.42686e-29
2.94304e-29
Estimating row 612 out of 625 for hessian
2.79378e-29
2.82766e-29
4.09738e-29
3.50745e-29
Estimating row 613 out of 625 for hessian
3.37823e-29
2.8454e-29
3.03331e-29
3.46215e-29
Estimating row 614 out of 625 for hessian
2.73528e-29
4.3739e-29
3.01554e-29
3.35876e-29
Estimating row 615 out of 625 for hessian
3.82254e-29
3.15015e-29
3.82481e-29
3.15623e-29
Estimating row 616 out of 625 for hessian
2.52332e-29
2.98528e-29
2.61467e-29
3.12894e-29
Estimating row 617 out of 625 for hessian
3.28588e-29
3.57911e-29
3.31602e-29
2.93248e-29
Estimating row 618 out of 625 for hessian
3.41398e-29
3.89819e-29
2.80235e-29
3.53643e-29
Estimating row 619 out of 625 for hessian
2.79648e-29
3.9251e-29
3.50338e-29
2.55016e-29
Estimating row 620 out of 625 for hessian
3.16266e-29
3.7116e-29
3.19348e-29
3.2808e-29
Estimating row 621 out of 625 for hessian
2.88876e-29
3.85701e-29
2.8791e-29
2.50257e-29
Estimating row 622 out of 625 for hessian
2.68485e-29
2.50774e-29
3.90799e-29
3.42598e-29
Estimating row 623 out of 625 for hessian
2.53973e-29
3.72944e-29
2.56305e-29
3.21045e-29
Estimating row 624 out of 625 for hessian
2.62868e-29
3.23135e-29
3.53966e-29
2.92242e-29
Estimating row 625 out of 625 for hessian
2.94281e-29
3.54821e-29
3.54405e-29
2.4408e-29
2.96545e-29
Warning -- Hessian does not appear to be positive definite
Hessian does not appear to be positive definite
