3.04465e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
5.12094e-29
5.63837e-29
Estimating row 544 out of 625 for hessian
5.12256e-29
5.58111e-29
5.86092e-29
5.18527e-29
Estimating row 545 out of 625 for hessian
5.36844e-29
4.79231e-29
4.5497e-29
4.84111e-29
Estimating row 546 out of 625 for hessian
4.58422e-29
5.17411e-29
4.96478e-29
4.75424e-29
Estimating row 547 out of 625 for hessian
6.80945e-29
5.05598e-29
4.73462e-29
6.00267e-29
Estimating row 548 out of 625 for hessian
7.28175e-29
5.55873e-29
5.50458e-29
5.23586e-29
Estimating row 549 out of 625 for hessian
4.85928e-29
6.1009e-29
4.6027e-29
5.93252e-29
Estimating row 550 out of 625 for hessian
4.33527e-29
4.75575e-29
5.01191e-29
5.28068e-29
Estimating row 551 out of 625 for hessian
5.10697e-29
4.88373e-29
4.99013e-29
5.135e-29
Estimating row 552 out of 625 for hessian
5.81585e-29
5.46038e-29
4.17335e-29
5.03301e-29
Estimating row 553 out of 625 for hessian
5.53264e-29
4.30955e-29
4.26475e-29
5.08934e-29
Estimating row 554 out of 625 for hessian
7.08538e-29
6.06782e-29
4.54268e-29
4.8899e-29
Estimating row 555 out of 625 for hessian
4.70798e-29
7.19807e-29
5.39367e-29
5.36003e-29
Estimating row 556 out of 625 for hessian
3.712e-29
5.40986e-29
6.14614e-29
4.97851e-29
Estimating row 557 out of 625 for hessian
4.59537e-29
5.09755e-29
5.30039e-29
3.84795e-29
Estimating row 558 out of 625 for hessian
4.90632e-29
5.85361e-29
4.71218e-29
5.61578e-29
Estimating row 559 out of 625 for hessian
5.08228e-29
5.0024e-29
5.30824e-29
6.41928e-29
Estimating row 560 out of 625 for hessian
4.75073e-29
5.88676e-29
5.32128e-29
4.95632e-29
Estimating row 561 out of 625 for hessian
5.13714e-29
5.97545e-29
5.19109e-29
4.47049e-29
Estimating row 562 out of 625 for hessian
5.10591e-29
4.72713e-29
4.31877e-29
4.94399e-29
Estimating row 563 out of 625 for hessian
4.57897e-29
4.33111e-29
5.01634e-29
5.72485e-29
Estimating row 564 out of 625 for hessian
4.98919e-29
6.19343e-29
9.63293e-29
3.58227e-29
Estimating row 565 out of 625 for hessian
5.89991e-29
4.52068e-29
5.95418e-29
4.73133e-29
Estimating row 566 out of 625 for hessian
7.04147e-29
5.40102e-29
5.5768e-29
4.73383e-29
Estimating row 567 out of 625 for hessian
5.17453e-29
4.76985e-29
4.86805e-29
5.20958e-29
Estimating row 568 out of 625 for hessian
6.67524e-29
7.75537e-29
5.70493e-29
5.06662e-29
Estimating row 569 out of 625 for hessian
5.22296e-29
4.48177e-29
4.58248e-29
4.85375e-29
Estimating row 570 out of 625 for hessian
4.87839e-29
4.13481e-29
5.43435e-29
5.45288e-29
Estimating row 571 out of 625 for hessian
5.65167e-29
4.99863e-29
6.73636e-29
4.67181e-29
Estimating row 572 out of 625 for hessian
4.60058e-29
5.28537e-29
5.31004e-29
5.12878e-29
Estimating row 573 out of 625 for hessian
4.38136e-29
4.80574e-29
5.15825e-29
4.25892e-29
Estimating row 574 out of 625 for hessian
3.981e-29
4.94723e-29
4.6874e-29
4.9071e-29
Estimating row 575 out of 625 for hessian
4.94579e-29
4.25436e-29
4.84746e-29
7.31027e-29
Estimating row 576 out of 625 for hessian
5.81468e-29
5.1621e-29
5.23239e-29
3.75185e-29
Estimating row 577 out of 625 for hessian
4.91166e-29
5.57975e-29
5.13721e-29
4.4201e-29
Estimating row 578 out of 625 for hessian
4.7436e-29
3.91284e-29
4.14238e-29
6.63504e-29
Estimating row 579 out of 625 for hessian
5.30578e-29
4.84487e-29
5.59261e-29
5.17583e-29
Estimating row 580 out of 625 for hessian
4.22806e-29
3.82364e-29
4.15171e-29
4.82884e-29
Estimating row 581 out of 625 for hessian
4.68971e-29
4.93273e-29
5.63535e-29
5.06591e-29
Estimating row 582 out of 625 for hessian
5.07217e-29
5.00534e-29
4.77261e-29
4.45405e-29
Estimating row 583 out of 625 for hessian
5.85093e-29
4.68053e-29
5.22206e-29
4.22841e-29
Estimating row 584 out of 625 for hessian
5.20283e-29
5.34102e-29
5.47725e-29
4.89315e-29
Estimating row 585 out of 625 for hessian
5.7988e-29
4.03899e-29
5.7567e-29
5.31284e-29
Estimating row 586 out of 625 for hessian
4.66654e-29
4.57251e-29
4.77604e-29
4.81507e-29
Estimating row 587 out of 625 for hessian
5.39911e-29
5.79552e-29
4.48767e-29
4.55749e-29
Estimating row 588 out of 625 for hessian
4.58938e-29
4.215e-29
5.08285e-29
4.05631e-29
Estimating row 589 out of 625 for hessian
5.00837e-29
4.48953e-29
3.54954e-29
5.61496e-29
Estimating row 590 out of 625 for hessian
6.88558e-29
4.87147e-29
4.62468e-29
5.01264e-29
Estimating row 591 out of 625 for hessian
5.54804e-29
4.8424e-29
6.38803e-29
4.90882e-29
Estimating row 592 out of 625 for hessian
5.25948e-29
5.24361e-29
5.73844e-29
4.77929e-29
Estimating row 593 out of 625 for hessian
5.14042e-29
5.38763e-29
3.85558e-29
5.73622e-29
Estimating row 594 out of 625 for hessian
4.50936e-29
4.99762e-29
5.02549e-29
4.37791e-29
Estimating row 595 out of 625 for hessian
5.93061e-29
4.81079e-29
5.05722e-29
4.40322e-29
Estimating row 596 out of 625 for hessian
5.18736e-29
4.69033e-29
4.73789e-29
5.15587e-29
Estimating row 597 out of 625 for hessian
6.35353e-29
6.40613e-29
6.47174e-29
4.83763e-29
Estimating row 598 out of 625 for hessian
5.04364e-29
4.94332e-29
4.94349e-29
4.70937e-29
Estimating row 599 out of 625 for hessian
4.88675e-29
4.4255e-29
4.6704e-29
4.74536e-29
Estimating row 600 out of 625 for hessian
4.29452e-29
5.14897e-29
4.77647e-29
4.40504e-29
Estimating row 601 out of 625 for hessian
5.00419e-29
4.70298e-29
5.72815e-29
4.5123e-29
Estimating row 602 out of 625 for hessian
4.16193e-29
4.50328e-29
4.13183e-29
5.35965e-29
Estimating row 603 out of 625 for hessian
4.76383e-29
4.77965e-29
4.82716e-29
4.99062e-29
Estimating row 604 out of 625 for hessian
5.24136e-29
4.61688e-29
4.64182e-29
4.91882e-29
Estimating row 605 out of 625 for hessian
4.39734e-29
5.09861e-29
4.19262e-29
4.69212e-29
Estimating row 606 out of 625 for hessian
5.41897e-29
5.39517e-29
4.42458e-29
5.52586e-29
Estimating row 607 out of 625 for hessian
4.49764e-29
5.27097e-29
5.28993e-29
5.48278e-29
Estimating row 608 out of 625 for hessian
4.7752e-29
5.63794e-29
4.593e-29
5.28504e-29
Estimating row 609 out of 625 for hessian
5.06434e-29
5.29386e-29
5.29427e-29
5.7437e-29
Estimating row 610 out of 625 for hessian
5.4986e-29
4.32773e-29
4.48039e-29
5.55486e-29
Estimating row 611 out of 625 for hessian
4.61062e-29
5.26208e-29
5.92895e-29
4.918e-29
Estimating row 612 out of 625 for hessian
4.98009e-29
5.88577e-29
4.57964e-29
5.16898e-29
Estimating row 613 out of 625 for hessian
4.892e-29
4.55074e-29
5.31062e-29
3.68725e-29
Estimating row 614 out of 625 for hessian
5.81628e-29
4.90698e-29
5.36228e-29
5.23331e-29
Estimating row 615 out of 625 for hessian
5.04496e-29
5.80205e-29
4.50155e-29
4.69016e-29
Estimating row 616 out of 625 for hessian
4.27419e-29
4.84421e-29
5.68083e-29
4.97884e-29
Estimating row 617 out of 625 for hessian
4.64526e-29
5.19793e-29
5.1549e-29
5.71544e-29
Estimating row 618 out of 625 for hessian
5.63242e-29
5.51441e-29
4.71898e-29
4.53655e-29
Estimating row 619 out of 625 for hessian
4.26061e-29
4.61672e-29
4.86802e-29
4.01311e-29
Estimating row 620 out of 625 for hessian
4.87707e-29
5.98677e-29
4.77119e-29
4.7295e-29
Estimating row 621 out of 625 for hessian
4.92038e-29
4.74108e-29
5.59893e-29
6.05109e-29
Estimating row 622 out of 625 for hessian
4.18408e-29
4.30354e-29
4.59205e-29
5.15923e-29
Estimating row 623 out of 625 for hessian
4.24167e-29
5.45014e-29
3.71418e-29
3.98561e-29
Estimating row 624 out of 625 for hessian
4.63361e-29
5.20061e-29
4.80569e-29
5.1793e-29
Estimating row 625 out of 625 for hessian
5.32998e-29
4.58617e-29
4.87227e-29
5.7311e-29
5.43162e-29
Warning -- Hessian does not appear to be positive definite
Hessian does not appear to be positive definite
